Date,btc_log_return,s&p_log_return,gold_log_return,usd_log_return
2023-05-05,0.023524523635352068,0.018306166381879763,-0.015054141436917412,-0.0018755490502071481
2023-05-08,-0.027097480312589184,0.00045202648488285035,0.004401928245986397,0.0015796593339416631
2023-05-09,-0.0012826051136460848,-0.004589938949060013,0.004873807724603552,0.002659935957997739
2023-05-10,-0.0013393336115541388,0.004473942241913775,-0.0028032335667189656,-0.0015753846360935242
2023-05-11,-0.022737627872803756,-0.001698064889705364,-0.007811791440417437,0.005699083903704327
2023-05-12,-0.0072780171559241325,-0.001584561589439204,-9.92510545323455e-05,0.006056507260503885
2023-05-15,0.00968368817972376,0.002953797680316228,0.00173589628215165,-0.002437717547241647
2023-05-16,-0.005754943306691018,-0.006398107681917509,-0.01477661441479139,0.00126832793989351
2023-05-17,0.013305949198469946,0.011820688622071529,-0.003880014587497982,0.0031152644246636996
2023-05-18,-0.020896322938492418,0.009400723063727412,-0.01229313026079737,0.006781044881070564
2023-05-19,0.002156270430170082,-0.0014469138806756376,0.01128287607105527,-0.0036754551972650873
2023-05-22,0.0036358955711435215,0.0001550226798023857,-0.0019728866112096455,0.0
2023-05-23,0.013848962643425722,-0.011285468768283735,-0.001216064382496107,0.00280614556201364
2023-05-24,-0.033270400187896954,-0.0073455126783059654,-0.004879037635298289,0.0038576721692820115
2023-05-25,0.005354526205138654,0.008719456079012033,-0.01008742680002861,0.0030754440114666437
2023-05-26,0.009139332662057242,0.01296468093164016,0.0005145091760763165,0.0
2023-05-30,-0.0015702994220330169,1.6603130665870935e-05,0.0071244116218895925,-0.0003839228001334405
2023-05-31,-0.017577792723265873,-0.006127358186214238,0.0030087604621398256,0.0014389328341666285
2023-06-01,-0.014792581991187603,0.00980621508585422,0.007153928630061479,-0.007311963944424349
2023-06-02,0.01589161106579695,0.014429812390106989,-0.013026835665023384,0.004432024764387421
2023-06-05,-0.05141034569889236,-0.002005591490657821,0.0028641465728220794,-0.00019225693155178192
2023-06-06,0.0558151185623359,0.0023511302338512508,0.0038231217714592702,0.0012491930239599824
2023-06-07,-0.03332542412080919,-0.003819293926420997,-0.011667932951336724,-0.0002881312022280369
2023-06-08,0.006138366063705547,0.006169571607523849,0.01070077784000123,-0.0073274735415482795
2023-06-09,-0.0010508601377399174,0.0011474010230507758,-0.0007132429056664336,0.0021266438869806947
2023-06-12,-0.0014531650030544796,0.009277974981754866,-0.003522608540492911,0.000675705383853753
2023-06-13,0.000626326955973866,0.006908570725908447,-0.005487371483662962,-0.0028023492708344477
2023-06-14,-0.03111535403261989,0.000819089980126364,0.005487371483662962,-0.0031983957878658487
2023-06-15,0.017819375410116578,0.012104580493589978,0.0012777594632122913,-0.008677472364774452
2023-06-16,0.028942773265370647,-0.0036783764677519315,0.00030640701670581194,0.0017610835201189445
2023-06-20,0.05352849528514092,-0.004746353835235695,-0.011762134766635235,0.0023432724950094297
2023-06-21,0.058274213206820136,-0.005259086366924848,-0.001137278422884691,-0.004594125858504938
2023-06-22,-0.0038377235796946962,0.003703930387334964,-0.010712581726706638,0.0031301962001393235
2023-06-23,0.025845905768154154,-0.007688288056503012,0.003340482534468947,0.004968612043080078
2023-06-26,-0.006884835938176792,-0.0044969343631322545,0.002394076127153255,-0.002042892684027464
2023-06-27,0.013682563415242655,0.011390733524182295,-0.005055096516834112,-0.0019495529845663384
2023-06-28,-0.019808917913037405,-0.000354139388390351,-0.0008885614102558392,0.004089643433388801
2023-06-29,0.01186519753773041,0.004463568114490002,-0.001622451046078055,0.004169631988002465
2023-06-30,0.0010472432791654995,0.0121943502618862,0.006213645369454568,-0.004169631988002465
2023-07-03,0.01734242631795979,0.0011699930926720725,0.0003122596035431968,0.0007770199620411589
2023-07-05,-0.008595533521292609,-0.0019702580976126427,-0.0010933672637802871,0.0036829357551964037
2023-07-06,-0.020020299639947226,-0.007954061175894367,-0.0056944618118119905,-0.0019367157864440543
2023-07-07,0.014370909980298663,-0.002869212795733489,0.009126768323334922,-0.008761753370651881
2023-07-10,0.008029538805166325,0.0024021386106269915,-0.0006231570554220411,-0.0029376776463623244
2023-07-11,0.006765948365584862,0.0067195839982545635,0.003267408839185748,-0.0023563865432141284
2023-07-12,-0.0075166695389672356,0.007383905235389676,0.012810414334619935,-0.01196559852440604
2023-07-13,0.03505911799946482,0.008434482989626346,0.0015324108197862785,-0.0074891760010213915
2023-07-14,-0.036955452769761976,-0.0010249321969073577,0.00045927816023461077,0.0014023141203178824
2023-07-17,-0.0034189652941130078,0.0038479695744211284,-0.003936082358077186,-0.0007009494576735165
2023-07-18,-0.009643886494909992,0.007092066941428499,0.012622280219577675,0.0010011624034422795
2023-07-19,0.0019193869502824867,0.002355134827233485,0.00015174290459807338,0.0033962307723678364
2023-07-20,-0.0040836263076453605,-0.006779827396258042,-0.004663169815610324,0.00596540331328832
2023-07-21,0.003910458253166382,0.0003240420146131129,-0.002034278228195241,0.0018816786366873117
2023-07-24,-0.030633538164858365,0.004026038496874662,-0.0020384249531293364,0.00276651477534795
2023-07-25,0.001728455480240143,0.0028107195758391157,0.0009177681383585323,0.0
2023-07-26,0.0043556533334641045,-0.00015545097867608604,0.003459707764402964,-0.004549049471854971
2023-07-27,-0.0049272385842940025,-0.0064453930551966465,-0.012007399562659948,0.008684523847731995
2023-07-28,0.0037094442045351173,0.009829375810433305,0.007680922504029297,-0.0014749390247938976
2023-07-31,-0.001545062822442489,0.0014676354365690258,0.0051387711460533225,0.002358934254969469
2023-08-01,0.015130233826088357,-0.0026686453076827377,-0.01523861007706806,0.0043103753405127065
2023-08-02,-0.017807507516909737,-0.01393620063833545,-0.0017018269642496975,0.002830723614033026
2023-08-03,0.0009161807791748799,-0.0025512254502917386,-0.0027911448212778467,-0.0004874511190235964
2023-08-04,-0.0035908335462959684,-0.005314169373939137,0.003926017871570764,-0.005084135693926406
2023-08-07,0.0047652738023771235,0.008983618964856888,-0.003149921596682148,0.00029407957027061116
2023-08-08,0.01984638697905261,-0.004227205100058029,-0.004873518808943267,0.00469250761579687
2023-08-09,-0.006877101417060771,-0.007063619102046559,-0.00453182240469463,-0.00039021477602041443
2023-08-10,-0.004471948989328567,0.0002506825210808472,-0.0005222204866965896,0.0002926567515224576
2023-08-11,-0.0010837469218056839,-0.0010702648992282349,-0.0007838424255561804,0.0031164780362242794
2023-08-14,0.004277614074716496,0.005734004879418109,-0.0012031118637709781,0.0033976259990406987
2023-08-15,-0.00812912011875433,-0.011618139396096794,-0.004248505321848839,0.0001937659203603559
2023-08-16,-0.016193584838703146,-0.00758408179262382,-0.0033696785716195166,0.0020326105557284535
2023-08-17,-0.07362412009606345,-0.00774281137752908,-0.006348891838211301,0.00019340880270934946
2023-08-18,-0.02333424865381062,-0.00014871788395787178,0.0010609517869104579,-0.0005802648656851872
2023-08-21,-0.0025019588646060242,0.006855634859800119,0.0038101719353393904,-0.0004837252533462788
2023-08-22,-0.0035464695192519713,-0.002781331046545432,0.0016360008536020487,0.0022233633618178317
2023-08-23,0.015248455549160767,0.010984330710790857,0.011586265785144434,-0.0019330853691412742
2023-08-24,-0.010239565761125391,-0.013549353984007695,-0.0001564098483353149,0.005980559300589938
2023-08-25,-0.004393992436940053,0.0066955010602960385,-0.0037082411186100117,0.0009612465570265627
2023-08-28,0.0006305878251211539,0.006245078594195874,0.003551870450309913,-0.00019221939637947827
2023-08-29,0.06024989257085167,0.014404068712057239,0.009651369784435815,-0.004913015087694816
2023-08-30,-0.015634289371323717,0.003825854181192412,0.004019820260444895,-0.003773400800478832
2023-08-31,-0.05132914544958922,-0.0015982129743399298,-0.0031423581073140028,0.004449171380475292
2023-09-01,-0.005054814300672561,0.0017975127655187606,0.0008252180232357631,0.005965524430269653
2023-09-05,-0.001257301424429258,-0.004202997821382226,-0.007035775353867457,0.0054532515652434554
2023-09-06,-0.0010380138015939622,-0.006996014491431168,-0.004214024777917658,0.0004769690765717982
2023-09-07,0.018732105501950258,-0.003216433115733608,-0.0003128457579775201,0.0019054593225868999
2023-09-08,-0.012831149860508262,0.0014256060622575006,0.0004692637581014125,0.0002854987425351396
2023-09-11,-0.02626188106748195,0.006700951498135765,0.0025509680494888443,-0.004960390338030862
2023-09-12,0.026305127952918284,-0.005712169023004421,-0.006258821711374374,0.0013379148638037464
2023-09-13,0.015173852958685785,0.0012408621175339363,-0.0011517503252713723,0.000572823767977404
2023-09-14,0.011800835130971521,0.008394585533666898,0.0004713280283201726,0.006090103684780246
2023-09-15,0.00259724140931894,-0.01223414584249305,0.007147147489058092,-0.0008542112781686484
2023-09-18,0.008260511389751812,0.0007210276941744809,0.004046513576602351,-0.001140060435998791
2023-09-19,0.016931102662432806,-0.002153327361533286,0.000258832666126807,0.0
